year,id_,incom16,income,rincome,happy,mntlhlth
2012,402,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,15
2012,405,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2012,411,BELOW AVERAGE,"$25,000 or more",$1000 TO 2999,2,2
2012,413,AVERAGE,"$25,000 or more",$15000 - 19999,2,3
2012,414,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,416,AVERAGE,"$25,000 or more",$4000 TO 4999,2,7
2012,418,AVERAGE,"$25,000 or more",$10000 - 14999,2,2
2012,419,ABOVE AVERAGE,"$25,000 or more",$5000 TO 5999,2,3
2012,424,AVERAGE,"$25,000 or more",$25000 OR MORE,2,6
2012,432,AVERAGE,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,3,1
2012,445,AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,2,6
2012,448,FAR BELOW AVERAGE,"$25,000 or more",$15000 - 19999,2,4
2012,452,AVERAGE,"$20,000 to $24,999",$15000 - 19999,2,3
2012,453,ABOVE AVERAGE,"$25,000 or more",$15000 - 19999,1,2
2012,455,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,1,29
2012,460,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,2
2012,461,AVERAGE,"$25,000 or more",.r:  Refused,3,2
2012,463,AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2012,464,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,6
2012,468,AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2012,469,BELOW AVERAGE,.d:  Do not Know/Cannot Choose,.r:  Refused,2,2
2012,472,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,29
2012,474,AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2012,479,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,29
2012,483,BELOW AVERAGE,"$25,000 or more",$15000 - 19999,2,3
2012,488,BELOW AVERAGE,.d:  Do not Know/Cannot Choose,$25000 OR MORE,1,5
2012,489,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,21
2012,490,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,4
2012,495,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2012,502,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2012,504,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2012,506,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,508,AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2012,509,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2012,512,.d:  Do not Know/Cannot Choose,"Under $1,000",.i:  Inapplicable,3,NA
2012,515,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,517,BELOW AVERAGE,"$25,000 or more",$15000 - 19999,2,16
2012,525,AVERAGE,"$25,000 or more",.i:  Inapplicable,2,5
2012,526,ABOVE AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,5
2012,530,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,531,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2012,532,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,533,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,543,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2012,544,AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,1
2012,545,BELOW AVERAGE,.r:  Refused,.r:  Refused,2,5
2012,548,BELOW AVERAGE,"$25,000 or more",$20000 - 24999,3,5
2012,550,AVERAGE,"$20,000 to $24,999",$10000 - 14999,3,2
2012,553,AVERAGE,"$20,000 to $24,999",$5000 TO 5999,2,5
2012,557,ABOVE AVERAGE,"$20,000 to $24,999",$6000 TO 6999,2,1
2012,560,BELOW AVERAGE,"$20,000 to $24,999",$15000 - 19999,2,15
2012,566,AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,27
2012,571,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2012,584,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,587,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,591,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,3
2012,593,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2012,597,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,598,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2012,599,AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2012,602,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,24
2012,605,AVERAGE,"$25,000 or more",$25000 OR MORE,1,NA
2012,607,BELOW AVERAGE,"$7,000 to $7,999",.i:  Inapplicable,3,2
2012,608,AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,7
2012,610,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2012,612,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,615,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2012,619,.d:  Do not Know/Cannot Choose,"$25,000 or more",$25000 OR MORE,1,25
2012,621,AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,3,1
2012,629,AVERAGE,"$25,000 or more",$20000 - 24999,1,3
2012,630,AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,3
2012,631,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,12
2012,635,AVERAGE,"$25,000 or more",$7000 TO 7999,2,2
2012,639,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2012,643,FAR BELOW AVERAGE,"$15,000 to $19,999",$10000 - 14999,3,1
2012,644,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,645,AVERAGE,"$25,000 or more",$25000 OR MORE,1,25
2012,650,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2012,652,FAR BELOW AVERAGE,"$25,000 or more",$10000 - 14999,3,7
2012,655,AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2012,656,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2012,665,BELOW AVERAGE,"$3,000 to $3,999",$3000 TO 3999,1,3
2012,673,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,675,AVERAGE,"$15,000 to $19,999",$6000 TO 6999,2,3
2012,682,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,691,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,696,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,697,FAR ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2012,698,BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,2
2012,706,AVERAGE,.r:  Refused,.r:  Refused,2,7
2012,708,AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2012,714,AVERAGE,"$15,000 to $19,999",$10000 - 14999,2,2
2012,719,AVERAGE,"$4,000 to $4,999",$3000 TO 3999,2,4
2012,724,BELOW AVERAGE,"$15,000 to $19,999",LT $1000,2,2
2012,725,AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2012,727,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2012,728,AVERAGE,"$25,000 or more",.i:  Inapplicable,3,3
2012,729,FAR ABOVE AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,2,1
2012,734,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2012,738,AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,5
2012,739,ABOVE AVERAGE,"$25,000 or more",$20000 - 24999,2,15
2012,741,AVERAGE,"$25,000 or more",$20000 - 24999,2,1
2012,742,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2012,745,ABOVE AVERAGE,"$25,000 or more",$5000 TO 5999,3,2
2012,749,BELOW AVERAGE,"$10,000 to $14,999",$8000 TO 9999,2,5
2012,750,AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,3
2012,754,AVERAGE,.r:  Refused,.r:  Refused,2,5
2012,757,AVERAGE,.r:  Refused,$20000 - 24999,3,2
2012,760,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,761,.d:  Do not Know/Cannot Choose,"$25,000 or more",.i:  Inapplicable,3,2
2012,762,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2012,765,FAR ABOVE AVERAGE,"$25,000 or more",$10000 - 14999,2,4
2012,769,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,5
2012,777,BELOW AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,2,5
2012,780,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,781,FAR BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,3,5
2012,782,AVERAGE,"$6,000 to $6,999",$25000 OR MORE,2,2
2012,787,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,795,AVERAGE,"$15,000 to $19,999",$15000 - 19999,3,2
2012,801,AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2012,810,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2012,813,AVERAGE,"$1,000 to $2,999",$1000 TO 2999,2,2
2012,821,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,822,BELOW AVERAGE,"$10,000 to $14,999",$10000 - 14999,1,5
2012,826,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,830,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,5
2012,832,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2012,835,FAR BELOW AVERAGE,"$25,000 or more",$10000 - 14999,2,3
2012,836,AVERAGE,"$25,000 or more",$3000 TO 3999,2,15
2012,840,AVERAGE,"$25,000 or more",$20000 - 24999,2,7
2012,851,ABOVE AVERAGE,"$20,000 to $24,999",$4000 TO 4999,3,3
2012,852,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2012,853,BELOW AVERAGE,.r:  Refused,.r:  Refused,2,4
2012,854,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2012,862,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,865,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,869,ABOVE AVERAGE,"$15,000 to $19,999",$6000 TO 6999,3,1
2012,876,ABOVE AVERAGE,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,2,3
2012,882,ABOVE AVERAGE,.r:  Refused,.r:  Refused,2,5
2012,884,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,15
2012,885,AVERAGE,.r:  Refused,.r:  Refused,2,15
2012,893,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,895,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2012,896,ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,2,1
2012,906,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2012,907,AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2012,908,BELOW AVERAGE,"$6,000 to $6,999",$6000 TO 6999,1,1
2012,910,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,912,BELOW AVERAGE,"$15,000 to $19,999",$10000 - 14999,1,12
2012,913,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,917,AVERAGE,"$1,000 to $2,999",.i:  Inapplicable,2,2
2012,926,AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,14
2012,927,AVERAGE,"$15,000 to $19,999",$15000 - 19999,1,5
2012,931,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2012,933,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2012,935,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,1,2
2012,936,FAR BELOW AVERAGE,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,2,2
2012,941,AVERAGE,"$25,000 or more",$25000 OR MORE,1,12
2012,942,ABOVE AVERAGE,"$25,000 or more",$15000 - 19999,2,3
2012,943,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,944,AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,4
2012,947,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,948,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,12
2012,954,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,957,BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,3
2012,961,AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2012,962,AVERAGE,.r:  Refused,.i:  Inapplicable,3,2
2012,963,AVERAGE,.d:  Do not Know/Cannot Choose,$3000 TO 3999,2,5
2012,965,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2012,973,AVERAGE,"$25,000 or more",.i:  Inapplicable,3,1
2012,974,ABOVE AVERAGE,"$20,000 to $24,999",$10000 - 14999,2,2
2012,975,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,978,AVERAGE,"$25,000 or more",LT $1000,3,2
2012,988,FAR BELOW AVERAGE,"$15,000 to $19,999",$15000 - 19999,3,8
2012,993,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,994,ABOVE AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,2,18
2012,996,AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,1
2012,1000,AVERAGE,"$25,000 or more",$25000 OR MORE,1,5
2012,1003,BELOW AVERAGE,.r:  Refused,.r:  Refused,1,15
2012,1006,FAR BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,3
2012,1008,AVERAGE,"$10,000 to $14,999",$7000 TO 7999,2,29
2012,1009,FAR BELOW AVERAGE,"$6,000 to $6,999",$6000 TO 6999,2,12
2012,1010,BELOW AVERAGE,"$10,000 to $14,999",LT $1000,1,2
2012,1011,AVERAGE,"$25,000 or more",.i:  Inapplicable,3,2
2012,1015,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,1017,AVERAGE,.r:  Refused,.r:  Refused,2,15
2012,1018,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2012,1021,FAR ABOVE AVERAGE,"$15,000 to $19,999",$7000 TO 7999,3,5
2012,1026,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2012,1027,AVERAGE,.r:  Refused,.r:  Refused,2,1
2012,1028,AVERAGE,"$6,000 to $6,999",.i:  Inapplicable,2,5
2012,1031,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2012,1032,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2012,1033,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2012,1034,FAR BELOW AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,8
2012,1037,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,1038,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2012,1041,AVERAGE,.r:  Refused,.r:  Refused,3,7
2012,1055,AVERAGE,"$25,000 or more",$6000 TO 6999,3,1
2012,1058,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2012,1060,AVERAGE,.d:  Do not Know/Cannot Choose,$1000 TO 2999,1,18
2012,1065,AVERAGE,"$25,000 or more",$3000 TO 3999,2,7
2012,1067,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,1070,AVERAGE,"$25,000 or more",$25000 OR MORE,2,NA
2012,1076,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,1077,AVERAGE,.r:  Refused,.r:  Refused,2,15
2012,1078,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2012,1083,AVERAGE,"$25,000 or more",$10000 - 14999,2,2
2012,1084,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,NA
2012,1085,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2012,1086,AVERAGE,"$25,000 or more",.i:  Inapplicable,1,7
2012,1087,AVERAGE,"$25,000 or more",$10000 - 14999,2,3
2012,1090,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,1,2
2012,1097,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2012,1101,AVERAGE,"$15,000 to $19,999",$10000 - 14999,2,2
2012,1103,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2012,1107,AVERAGE,"$7,000 to $7,999",.i:  Inapplicable,3,2
2012,1114,AVERAGE,"$25,000 or more",$20000 - 24999,3,1
2012,1120,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2012,1133,AVERAGE,"$25,000 or more",.r:  Refused,3,5
2012,1141,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,1144,AVERAGE,"$25,000 or more",$25000 OR MORE,2,6
2012,1151,FAR ABOVE AVERAGE,"$1,000 to $2,999",$1000 TO 2999,3,NA
2012,1152,AVERAGE,"$1,000 to $2,999",$1000 TO 2999,1,25
2012,1157,AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,5
2012,1158,BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,1,5
2012,1169,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,1176,AVERAGE,"$25,000 or more",$20000 - 24999,2,1
2012,1185,AVERAGE,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,2,1
2012,1188,BELOW AVERAGE,"$15,000 to $19,999",$15000 - 19999,3,15
2012,1189,BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,1
2012,1190,AVERAGE,"$25,000 or more",.i:  Inapplicable,3,5
2012,1192,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,1194,.d:  Do not Know/Cannot Choose,"$25,000 or more",.r:  Refused,2,1
2012,1207,AVERAGE,"$25,000 or more",LT $1000,2,5
2012,1208,AVERAGE,"$25,000 or more",$10000 - 14999,3,2
2012,1210,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2012,1215,AVERAGE,"$25,000 or more",$15000 - 19999,2,14
2012,1216,ABOVE AVERAGE,"Under $1,000",.i:  Inapplicable,3,1
2012,1218,BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,5
2012,1224,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,1238,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2012,1243,AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2012,1247,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2012,1251,BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,5
2012,1252,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,1253,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,5
2012,1256,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,1258,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,1287,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,1,5
2012,1298,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,1301,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,1302,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,1309,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,1314,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2012,1319,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2012,1320,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,1331,BELOW AVERAGE,"$10,000 to $14,999",$10000 - 14999,2,17
2012,1335,AVERAGE,"$25,000 or more",$8000 TO 9999,2,2
2012,1336,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,1338,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2012,1351,AVERAGE,"$25,000 or more",$25000 OR MORE,1,12
2012,1356,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2012,1357,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,1358,FAR BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,2,15
2012,1360,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,1365,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,1367,ABOVE AVERAGE,"$25,000 or more",$7000 TO 7999,3,1
2012,1372,AVERAGE,"$25,000 or more",$1000 TO 2999,3,3
2012,1383,AVERAGE,"$25,000 or more",$25000 OR MORE,2,7
2012,1385,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,1387,AVERAGE,"$25,000 or more",$15000 - 19999,2,12
2012,1390,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2012,1394,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2012,1403,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2012,1405,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,1412,AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2012,1413,AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2012,1416,AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,1417,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,4
2012,1425,AVERAGE,"$20,000 to $24,999",$10000 - 14999,2,2
2012,1434,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,1437,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,1439,BELOW AVERAGE,"$10,000 to $14,999",LT $1000,2,3
2012,1453,FAR BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,1454,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,5
2012,1456,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,1457,AVERAGE,"$25,000 or more",$20000 - 24999,2,4
2012,1459,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2012,1460,BELOW AVERAGE,"$25,000 or more",$6000 TO 6999,2,2
2012,1462,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2012,1464,AVERAGE,"$25,000 or more",$20000 - 24999,3,5
2012,1466,AVERAGE,"$25,000 or more",$20000 - 24999,2,2
2012,1469,AVERAGE,"$25,000 or more",$20000 - 24999,2,1
2012,1471,BELOW AVERAGE,"$20,000 to $24,999",.r:  Refused,2,5
2012,1472,FAR BELOW AVERAGE,"$25,000 or more",$20000 - 24999,2,3
2012,1476,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2012,1479,ABOVE AVERAGE,"$25,000 or more",.i:  Inapplicable,3,1
2012,1480,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,1,5
2012,1488,AVERAGE,"$25,000 or more",$25000 OR MORE,1,7
2012,1493,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,1496,AVERAGE,"$25,000 or more",$25000 OR MORE,2,6
2012,1500,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,1503,AVERAGE,"$25,000 or more",$25000 OR MORE,2,6
2012,1504,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,5
2012,1510,AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,2,25
2012,1511,AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2012,1512,BELOW AVERAGE,"$25,000 or more",$10000 - 14999,2,3
2012,1515,BELOW AVERAGE,"$20,000 to $24,999",$20000 - 24999,1,15
2012,1517,BELOW AVERAGE,.d:  Do not Know/Cannot Choose,$25000 OR MORE,3,2
2012,1526,BELOW AVERAGE,"$15,000 to $19,999",$15000 - 19999,2,1
2012,1538,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,3
2012,1542,AVERAGE,"$25,000 or more",$10000 - 14999,2,6
2012,1552,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2012,1563,AVERAGE,"$25,000 or more",$25000 OR MORE,3,4
2012,1566,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,14
2012,1567,AVERAGE,"$10,000 to $14,999",.i:  Inapplicable,2,3
2012,1568,AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,1569,AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,1573,AVERAGE,"$20,000 to $24,999",$8000 TO 9999,3,1
2012,1575,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,7
2012,1579,BELOW AVERAGE,"$25,000 or more",$1000 TO 2999,2,1
2012,1584,AVERAGE,"$25,000 or more",$10000 - 14999,3,2
2012,1585,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,1586,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,1587,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,1589,ABOVE AVERAGE,"$25,000 or more",$20000 - 24999,2,15
2012,1590,AVERAGE,"$20,000 to $24,999",$10000 - 14999,2,1
2012,1591,ABOVE AVERAGE,"$15,000 to $19,999",$15000 - 19999,1,15
2012,1597,AVERAGE,"$20,000 to $24,999",$15000 - 19999,1,3
2012,1598,FAR BELOW AVERAGE,"$25,000 or more",$1000 TO 2999,2,2
2012,1603,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,1609,BELOW AVERAGE,"$20,000 to $24,999",.i:  Inapplicable,2,2
2012,1611,AVERAGE,"$8,000 to $9,999",$4000 TO 4999,2,4
2012,1616,FAR BELOW AVERAGE,"$15,000 to $19,999",$20000 - 24999,1,2
2012,1617,FAR BELOW AVERAGE,"$15,000 to $19,999",.i:  Inapplicable,3,3
2012,1622,AVERAGE,"$25,000 or more",$25000 OR MORE,3,3
2012,1624,BELOW AVERAGE,"$25,000 or more",$15000 - 19999,2,2
2012,1630,AVERAGE,"$25,000 or more",.d:  Do not Know/Cannot Choose,2,3
2012,1632,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2012,1633,ABOVE AVERAGE,"$25,000 or more",.d:  Do not Know/Cannot Choose,3,5
2012,1640,BELOW AVERAGE,"$25,000 or more",$15000 - 19999,2,3
2012,1641,BELOW AVERAGE,"$4,000 to $4,999",.i:  Inapplicable,1,5
2012,1644,BELOW AVERAGE,"$8,000 to $9,999",.i:  Inapplicable,2,5
2012,1647,AVERAGE,"$25,000 or more",$20000 - 24999,2,2
2012,1656,AVERAGE,"$25,000 or more",$25000 OR MORE,3,2
2012,1662,BELOW AVERAGE,"$10,000 to $14,999",$8000 TO 9999,2,1
2012,1665,FAR ABOVE AVERAGE,"$10,000 to $14,999",$10000 - 14999,3,NA
2012,1668,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,1670,AVERAGE,"$25,000 or more",$10000 - 14999,1,5
2012,1674,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,5
2012,1675,FAR BELOW AVERAGE,"$8,000 to $9,999",$6000 TO 6999,2,2
2012,1689,AVERAGE,.d:  Do not Know/Cannot Choose,$20000 - 24999,2,4
2012,1690,BELOW AVERAGE,"$25,000 or more",$25000 OR MORE,2,2
2012,1705,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
2012,1715,AVERAGE,"$25,000 or more",$25000 OR MORE,2,15
2012,1721,ABOVE AVERAGE,"$25,000 or more",$25000 OR MORE,2,1
2012,1726,BELOW AVERAGE,"$25,000 or more",.i:  Inapplicable,2,28
2012,1728,AVERAGE,"$25,000 or more",$25000 OR MORE,3,1
